orig_no,taxon_no,record_type,flags,taxon_rank,taxon_name,common_name,difference,accepted_no,accepted_rank,accepted_name,parent_no,container_no,reference_no,is_extant,n_occs,early_interval,late_interval,taxon_size,extant_size,phylum,class,order,family,genus,type_taxon,taxon_environment,environment_basis,motility,life_habit,vision,diet,reproduction,ontogeny,ecospace_comments,composition,architecture,thickness,reinforcement
289729,289729,txn,NA,species,Palaeophoyx columbiana,NA,NA,289729,species,Palaeophoyx columbiana,289728,NA,50342,extinct,1,Late Pleistocene,NA,1,0,Chordata,Aves,Pelecaniformes,Ardeidae,Palaeophoyx,NA,terrestrial,Ardeidae,actively mobile,volant,NA,piscivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
384927,384927,txn,NA,species,Taphophoyx hodgei,NA,NA,384927,species,Taphophoyx hodgei,384926,NA,68616,extinct,1,Tortonian,Zanclean,1,0,Chordata,Aves,Pelecaniformes,Ardeidae,Taphophoyx,NA,terrestrial,Ardeidae,actively mobile,volant,NA,piscivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
336380,414453,txn,NA,species,Pelecanus (Cyrtopelicanus) halieus,NA,NA,336380,species,Pelecanus (Cyrtopelicanus) halieus,414450,NA,58045,extinct,1,Piacenzian,NA,1,0,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,NA,marine,Pelecaniformes,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
335659,335659,txn,NA,species,Pelecanus erythrorhynchos,American white pelican,NA,335659,species,Pelecanus erythrorhynchos,39673,NA,57924,extant,15,Calabrian,Holocene,1,1,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,NA,marine,Pelecaniformes,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
335294,335294,txn,NA,species,Pelecanus occidentalis,brown pelican,NA,335294,species,Pelecanus occidentalis,39673,NA,40658,extant,10,Late Pleistocene,Holocene,1,1,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,NA,marine,Pelecaniformes,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
83376,83376,txn,NA,species,Pelecanus schreiberi,NA,NA,83376,species,Pelecanus schreiberi,39673,NA,57790,extinct,2,Zanclean,NA,1,0,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,NA,marine,Pelecaniformes,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
283111,368424,txn,NA,species,Eudocimus albus,White ibis,NA,283111,species,Eudocimus albus,39565,NA,12782,extant,12,Pleistocene,Holocene,1,1,Chordata,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,NA,terrestrial,Threskiornithidae,actively mobile,volant,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
289977,289977,txn,NA,species,Eudocimus leiseyi,NA,NA,289977,species,Eudocimus leiseyi,39565,NA,50395,extinct,2,Calabrian,Middle Pleistocene,1,0,Chordata,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,NA,terrestrial,Threskiornithidae,actively mobile,volant,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
368754,368754,txn,NA,species,Platalea ajaja,roseate spoonbill,NA,368754,species,Platalea ajaja,368588,NA,12782,extant,2,Late Pleistocene,Holocene,1,1,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,NA,terrestrial,Threskiornithidae,actively mobile,volant,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
335297,368313,txn,NA,species,Plegadis chihi,white-faced ibis,NA,335297,species,Plegadis chihi,39567,NA,40658,extant,3,Middle Pleistocene,Late Pleistocene,1,1,Chordata,Aves,Pelecaniformes,Threskiornithidae,Plegadis,NA,terrestrial,Threskiornithidae,actively mobile,volant,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
372357,372358,txn,NA,species,Plegadis falcinellus,glossy ibis,NA,372357,species,Plegadis falcinellus,39567,NA,65172,extant,1,Middle Pleistocene,Holocene,1,1,Chordata,Aves,Pelecaniformes,Threskiornithidae,Plegadis,NA,terrestrial,Threskiornithidae,actively mobile,volant,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
402377,402377,txn,NA,species,Vadaravis brownae,NA,NA,402377,species,Vadaravis brownae,402376,NA,71305,extinct,1,Ypresian,NA,1,0,Chordata,Aves,Pelecaniformes,Threskiornithidae,Vadaravis,NA,terrestrial,Threskiornithidae,actively mobile,volant,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
371548,371548,txn,NA,species,Xenicibis xympithecus,NA,NA,371548,species,Xenicibis xympithecus,371547,NA,65906,extinct,1,Holocene,NA,1,0,Chordata,Aves,Pelecaniformes,Threskiornithidae,Xenicibis,NA,terrestrial,Threskiornithidae,actively mobile,volant,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
141072,141072,txn,NA,species,Torotix clemensi,NA,NA,141072,species,Torotix clemensi,141071,NA,33900,extinct,1,Maastrichtian,NA,1,0,Chordata,Aves,Pelecaniformes,NO_FAMILY_SPECIFIED,Torotix,NA,marine,Pelecaniformes,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
321724,321725,txn,NA,species,Anhinga anhinga,anhinga,NA,321724,species,Anhinga anhinga,39686,NA,55473,extant,7,Pleistocene,Holocene,1,1,Chordata,Aves,Suliformes,Anhingidae,Anhinga,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
53340,53340,txn,NA,species,Anhinga grandis,NA,NA,53340,species,Anhinga grandis,39686,NA,7497,NA,3,Serravallian,Zanclean,1,0,Chordata,Aves,Suliformes,Anhingidae,Anhinga,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
53350,110890,txn,NA,species,Anhinga subvolans,NA,NA,53350,species,Anhinga subvolans,39686,NA,4414,extinct,1,Burdigalian,NA,1,0,Chordata,Aves,Suliformes,Anhingidae,Anhinga,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
137209,137209,txn,NA,species,Limnofregata azygosternon,NA,NA,137209,species,Limnofregata azygosternon,39670,NA,28673,extinct,5,Ypresian,NA,1,0,Chordata,Aves,Suliformes,Fregatidae,Limnofregata,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
356988,356988,txn,NA,species,Limnofregata hasegawai,NA,NA,356988,species,Limnofregata hasegawai,39670,NA,74378,extinct,3,Ypresian,NA,1,0,Chordata,Aves,Suliformes,Fregatidae,Limnofregata,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
353022,353022,txn,NA,species,Limnofregata hutchisoni,NA,NA,353022,species,Limnofregata hutchisoni,39670,NA,62272,extinct,1,Ypresian,NA,1,0,Chordata,Aves,Suliformes,Fregatidae,Limnofregata,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
134729,134730,txn,NA,species,Phalacrocorax auritus,double-crested cormorant,NA,134729,species,Phalacrocorax auritus,39689,NA,28332,extant,37,Tortonian,Holocene,1,1,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
53349,368290,txn,NA,species,Phalacrocorax brasilianus,neotropic cormorant,NA,53349,species,Phalacrocorax brasilianus,39689,NA,7499,extant,2,Pleistocene,Holocene,1,1,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
336369,336370,txn,NA,species,Phalacrocorax carbo,great cormorant,NA,336369,species,Phalacrocorax carbo,39689,NA,12782,extant,1,Tortonian,Holocene,1,1,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
321722,321722,txn,NA,species,Phalacrocorax chapalensis,NA,NA,321722,species,Phalacrocorax chapalensis,39689,NA,55473,extinct,1,Pleistocene,NA,1,0,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
137213,137213,txn,NA,species,Phalacrocorax femoralis,NA,NA,137213,species,Phalacrocorax femoralis,39689,NA,28675,extinct,1,Tortonian,Zanclean,1,0,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
289986,289986,txn,NA,species,Phalacrocorax filyawi,cormorant,NA,289986,species,Phalacrocorax filyawi,39689,NA,50408,extinct,1,Piacenzian,NA,1,0,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
229488,229488,txn,NA,species,Phalacrocorax goletensis,NA,NA,229488,species,Phalacrocorax goletensis,39689,NA,57976,extinct,2,Tortonian,Pleistocene,1,0,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
146102,210446,txn,NA,species,Phalacrocorax idahensis,NA,NA,146102,species,Phalacrocorax idahensis,39689,NA,29790,extinct,3,Tortonian,Middle Pleistocene,1,0,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
145776,145776,txn,NA,species,Phalacrocorax kennelli,NA,NA,145776,species,Phalacrocorax kennelli,39689,NA,40889,extinct,6,Pliocene,Calabrian,1,0,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
290210,290210,txn,NA,species,Phalacrocorax leptopus,cormorant,NA,290210,species,Phalacrocorax leptopus,39689,NA,50493,extinct,1,Tortonian,Messinian,1,0,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
336363,336363,txn,NA,species,Phalacrocorax macer,NA,NA,336363,species,Phalacrocorax macer,39689,NA,58033,extinct,1,Piacenzian,NA,1,0,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
229487,368456,txn,NA,species,Phalacrocorax macropus,NA,NA,229487,species,Phalacrocorax macropus,39689,NA,14502,extinct,2,Late Pleistocene,NA,1,0,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
335126,335126,txn,NA,species,Phalacrocorax marinavis,NA,NA,335126,species,Phalacrocorax marinavis,39689,NA,57738,extinct,1,Oligocene,NA,1,0,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
172900,172900,txn,NA,species,Phalacrocorax mediterraneus,NA,NA,172900,species,Phalacrocorax mediterraneus,39689,NA,57738,extinct,1,Oligocene,NA,1,0,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
335295,335295,txn,NA,species,Phalacrocorax pelagicus,pelagic cormorant,NA,335295,species,Phalacrocorax pelagicus,39689,NA,40658,extant,17,Pleistocene,Holocene,1,1,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
134731,134732,txn,NA,species,Phalacrocorax penicillatus,Brandt's cormorant,NA,134731,species,Phalacrocorax penicillatus,39689,NA,28332,extant,27,Pleistocene,Holocene,1,1,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
134744,134744,txn,NA,species,Phalacrocorax rogersi,NA,NA,134744,species,Phalacrocorax rogersi,39689,NA,28333,extinct,1,Pliocene,NA,1,0,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
83381,83381,txn,NA,species,Phalacrocorax wetmorei,NA,NA,83381,species,Phalacrocorax wetmorei,39689,NA,38945,extinct,4,Tortonian,Zanclean,1,0,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
145778,145778,txn,NA,species,Stictocarbo kumeyaay,NA,NA,145778,species,Stictocarbo kumeyaay,39689,NA,29740,extinct,3,Pliocene,Calabrian,1,0,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
370989,370989,txn,NA,species,Klallamornis abyssa,NA,NA,370989,species,Klallamornis abyssa,370988,NA,60404,extinct,1,Chattian,NA,1,0,Chordata,Aves,Suliformes,Plotopteridae,Klallamornis,NA,marine,Plotopteridae,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
370990,370990,txn,NA,species,Klallamornis clarki,NA,NA,370990,species,Klallamornis clarki,370988,NA,60404,extinct,1,Bartonian,Oligocene,1,0,Chordata,Aves,Suliformes,Plotopteridae,Klallamornis,NA,marine,Plotopteridae,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
205442,205442,txn,NA,species,Tonsala buchanani,NA,NA,205442,species,Tonsala buchanani,39684,NA,38491,extinct,4,Bartonian,Oligocene,1,0,Chordata,Aves,Suliformes,Plotopteridae,Tonsala,NA,marine,Plotopteridae,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
142764,142764,txn,NA,species,Tonsala hildegardae,NA,NA,142764,species,Tonsala hildegardae,39684,NA,38489,extinct,2,Bartonian,Oligocene,1,0,Chordata,Aves,Suliformes,Plotopteridae,Tonsala,NA,marine,Plotopteridae,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
142767,142767,txn,NA,species,Phocavis maritimus,NA,NA,142767,species,Phocavis maritimus,36636,NA,38527,extinct,1,Priabonian,NA,1,0,Chordata,Aves,Suliformes,Plotopteridae,Phocavis,NA,marine,Plotopteridae,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
99557,99557,txn,NA,species,Plotopterum joaquinensis,NA,NA,99557,species,Plotopterum joaquinensis,39683,NA,24233,extinct,1,Chattian,NA,1,0,Chordata,Aves,Suliformes,Plotopteridae,Plotopterum,NA,marine,Plotopteridae,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
339131,339131,txn,NA,species,Stemec suntokum,NA,NA,339131,species,Stemec suntokum,339130,NA,58627,extinct,1,Chattian,NA,1,0,Chordata,Aves,Suliformes,Plotopteridae,Stemec,NA,marine,Plotopteridae,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
179012,179012,txn,NA,species,Miosula media,NA,NA,179012,species,Miosula media,39678,NA,40855,extinct,2,Tortonian,NA,1,0,Chordata,Aves,Suliformes,Sulidae,Miosula,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
142716,142716,txn,NA,species,Moris reyana,NA,NA,142716,species,Moris reyana,39679,NA,29329,extinct,2,Middle Pleistocene,Late Pleistocene,1,0,Chordata,Aves,Suliformes,Sulidae,Morus,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
83377,335026,txn,NA,species,Morus atlanticus,NA,NA,83377,species,Morus atlanticus,39679,NA,57738,extinct,3,Miocene,Zanclean,1,0,Chordata,Aves,Suliformes,Sulidae,Morus,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
231735,335027,txn,NA,species,Morus avitus,NA,NA,231735,species,Morus avitus,39679,NA,40913,extinct,2,Langhian,Zanclean,1,0,Chordata,Aves,Suliformes,Sulidae,Morus,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
369041,369043,txn,NA,species,Morus bassanus,northern gannett,NA,369041,species,Morus bassanus,39679,NA,12782,extant,6,Pleistocene,Holocene,1,1,Chordata,Aves,Suliformes,Sulidae,Morus,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
145772,145773,txn,NA,species,Morus humeralis,NA,NA,145772,species,Morus humeralis,39679,NA,40674,extinct,3,Pliocene,Calabrian,1,0,Chordata,Aves,Suliformes,Sulidae,Morus,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
179009,179010,txn,NA,species,Morus lompocanus,NA,NA,179009,species,Morus lompocanus,39679,NA,40855,extinct,6,Langhian,Tortonian,1,0,Chordata,Aves,Suliformes,Sulidae,Morus,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
80562,335025,txn,NA,species,Morus loxostylus,NA,NA,80562,species,Morus loxostylus,39679,NA,63641,extinct,5,Miocene,Zanclean,1,0,Chordata,Aves,Suliformes,Sulidae,Morus,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
179011,179011,txn,NA,species,Morus magnus,NA,NA,179011,species,Morus magnus,39679,NA,35406,extinct,1,Tortonian,NA,1,0,Chordata,Aves,Suliformes,Sulidae,Morus,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
83380,83380,txn,NA,species,Morus peninsularis,NA,NA,83380,species,Morus peninsularis,39679,NA,38945,extinct,2,Tortonian,Zanclean,1,0,Chordata,Aves,Suliformes,Sulidae,Morus,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
145770,145771,txn,NA,species,Morus recentior,NA,NA,145770,species,Morus recentior,39679,NA,40889,extinct,3,Pliocene,Calabrian,1,0,Chordata,Aves,Suliformes,Sulidae,Morus,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
335084,335084,txn,NA,species,Morus reyanus,NA,NA,335084,species,Morus reyanus,39679,NA,6039,extinct,2,Pleistocene,NA,1,0,Chordata,Aves,Suliformes,Sulidae,Morus,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
105697,105697,txn,NA,species,Morus vagabundus,NA,NA,105697,species,Morus vagabundus,39679,NA,40838,extinct,4,Langhian,NA,1,0,Chordata,Aves,Suliformes,Sulidae,Morus,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
229486,229717,txn,NA,species,Paleosula stocktoni,NA,NA,229486,species,Paleosula stocktoni,39680,NA,40847,extinct,2,Langhian,Tortonian,1,0,Chordata,Aves,Suliformes,Sulidae,Paleosula,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
145774,145774,txn,NA,species,Sula clarki,NA,NA,145774,species,Sula clarki,36639,NA,29740,extinct,2,Pliocene,Calabrian,1,0,Chordata,Aves,Suliformes,Sulidae,Sula,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
335262,368309,txn,NA,species,Sula leucogaster,brown booby,NA,335262,species,Sula leucogaster,36639,NA,57791,extant,1,Holocene,NA,1,1,Chordata,Aves,Suliformes,Sulidae,Sula,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
229485,229485,txn,NA,species,Sula pohli,NA,NA,229485,species,Sula pohli,36639,NA,40854,extinct,1,Langhian,Tortonian,1,0,Chordata,Aves,Suliformes,Sulidae,Sula,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
290677,290677,txn,NA,species,Sula universitatis,NA,NA,290677,species,Sula universitatis,36639,NA,50553,extinct,1,Aquitanian,Tortonian,1,0,Chordata,Aves,Suliformes,Sulidae,Sula,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
129726,129726,txn,NA,species,Sula willetti,NA,NA,129726,species,Sula willetti,36639,NA,40855,extinct,5,Langhian,Middle Pleistocene,1,0,Chordata,Aves,Suliformes,Sulidae,Sula,NA,terrestrial,Theropoda,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
358819,358819,txn,NA,species,Diomedavus knapptonensis,NA,NA,358819,species,Diomedavus knapptonensis,358818,NA,62718,extinct,1,Chattian,NA,1,0,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedavus,NA,marine,Procellariiformes,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
166915,166915,txn,NA,species,Diomedea milleri,NA,NA,166915,species,Diomedea milleri,39693,NA,40846,extinct,3,Langhian,NA,1,0,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,NA,marine,Procellariiformes,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
83347,83348,txn,NA,species,Phoebastria albatrus,short-tailed albatross,NA,83347,species,Phoebastria albatrus,83344,NA,18140,extant,32,Pliocene,Holocene,1,1,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebastria,NA,marine,Procellariiformes,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
83345,83346,txn,NA,species,Phoebastria anglica,NA,NA,83345,species,Phoebastria anglica,83344,NA,18140,extinct,6,Langhian,Zanclean,1,0,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebastria,NA,marine,Procellariiformes,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
83352,83353,txn,NA,species,Phoebastria immutabilis,NA,NA,83352,species,Phoebastria immutabilis,83344,NA,18140,NA,1,Zanclean,NA,1,0,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebastria,NA,marine,Procellariiformes,actively mobile,NA,NA,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",NA,hydroxyapatite,compact or dense,NA,NA
