OBJECTID,SISID,binomial,Shape_Length,Shape_Area,Original_area_km2
1,22678073,Rhea americana,163.9939416,575.6293611,6537549.625
2,22678108,Casuarius casuarius,345.2477997,32.5332497,397041.4254
3,22678111,Casuarius bennetti,102.7501627,32.35509235,396485.2121
4,22678114,Casuarius unappendiculatus,170.5895189,15.08352607,185345.8361
5,22678117,Dromaius novaehollandiae,367.8822705,610.206395,6731948.286
6,22678122,Apteryx australis,26.73673149,1.269211461,11014.78627
7,22678129,Apteryx owenii,0.718425035,0.003686697,35.16832688
8,22678132,Apteryx haastii,14.99597761,4.34529868,39564.26019
9,22678135,Tinamus tao,152.0792526,314.3018456,3810449.849
10,22678139,Tinamus solitarius,90.41026747,93.92152895,1069716.752
11,22678145,Tinamus osgoodi,20.69195587,2.38082144,28701.76253
12,22678148,Tinamus major,350.9891237,629.3469382,7672568.126
13,22678151,Tinamus guttatus,103.1148195,324.9562533,3970851.142
14,22678154,Nothocercus bonapartei,70.21407371,11.28222431,137924.6241
15,22678157,Nothocercus julius,44.33604049,11.3511888,139148.4711
16,22678160,Nothocercus nigrocapillus,49.19151852,17.17281226,206296.6761
17,22678163,Crypturellus berlepschi,27.95784019,4.848545495,59537.62905
18,22678166,Crypturellus cinereus,123.2816705,484.3786761,5924663.812
19,22678169,Crypturellus soui,375.6310115,918.879545,11150768.13
20,22678172,Crypturellus ptaritepui,2.610549395,0.153815821,1885.288066
21,22678176,Crypturellus obsoletus,172.3877722,159.2245058,1841836.337
22,22678182,Crypturellus undulatus,182.8345393,706.4325213,8533436.656
23,22678185,Crypturellus transfasciatus,22.08368984,4.607776674,56652.90933
24,22678188,Crypturellus strigulosus,106.0014798,213.1544498,2589973.92
25,22678191,Crypturellus boucardi,56.14831031,28.18581182,334422.539
26,22678194,Crypturellus kerriae,10.82184233,1.55230321,18968.39463
27,22678213,Crypturellus duidae,44.32224212,23.74828514,291938.6168
28,22678217,Crypturellus noctivagus,85.64718392,125.0553154,1469564.6
29,22678220,Crypturellus atrocapillus,32.60874124,24.66223464,296376.6308
30,22678223,Crypturellus variegatus,156.3201849,444.2330154,5436783.506
31,22678226,Crypturellus brevirostris,50.50063813,67.81639369,833101.7774
32,22678229,Crypturellus bartletti,54.8606217,132.2801702,1611451.785
33,22678232,Crypturellus parvirostris,159.0936761,558.4095622,6659521.445
34,22678235,Crypturellus casiquiare,17.33885982,7.036985348,86539.77872
35,22678238,Crypturellus tataupa,161.1107165,418.0214489,4856027.09
36,22678246,Nothoprocta taczanowskii,59.10070106,2.221638191,26581.49318
37,22678254,Nothoprocta ornata,58.56624131,65.68055847,765341.3242
38,22678259,Nothoprocta pentlandii,109.9610995,54.1737763,612681.7426
39,22678262,Nothoprocta cinerascens,57.07682634,112.8262803,1208948.99
40,22678265,Nothoprocta perdicaria,36.66468889,11.81129096,118758.8716
41,22678268,Nothoprocta curvirostris,26.44785185,4.287435618,52527.96828
42,22678271,Nothura darwinii,91.77572738,105.0359429,1098914.083
43,22678280,Nothura minor,37.23541989,93.54054776,1085711.057
44,22678283,Nothura boraquira,66.86072748,112.4952206,1348278.203
45,22678286,Taoniscus nanus,52.04318642,92.25149057,1082744.507
46,22678289,Eudromia elegans,94.98206387,152.9532077,1493735.893
47,22678294,Eudromia formosa,20.75025016,25.50301634,285819.9345
48,22678299,Tinamotis pentlandii,45.69166898,54.29773287,632713.2285
49,22678302,Tinamotis ingoufi,36.77035154,47.8640638,403733.9953
50,22678305,Ortalis vetula,99.03990533,51.92723689,603441.0708
51,22678308,Ortalis cinereiceps,73.5261967,19.5533223,236333.5574
52,22678312,Ortalis garrula,16.07429329,9.020312923,109708.7347
53,22678315,Ortalis ruficauda,87.81803981,39.02354797,474274.2983
54,22678318,Ortalis erythroptera,32.53347664,6.062616771,74565.59309
55,22678322,Ortalis wagleri,21.90083858,10.22410948,114050.2618
56,22678325,Ortalis poliocephala,41.35326963,17.10605559,200030.8859
57,22678328,Ortalis canicollis,46.14156098,103.6965809,1171751.378
58,22678331,Ortalis leucogastra,27.48150949,4.795081961,57389.50381
59,22678342,Ortalis motmot,83.7487584,173.89008,2134681.342
60,22678348,Ortalis superciliaris,65.69065696,35.938617,441364.988
61,22678354,Penelope argyrotis,32.17611611,7.299426053,88747.86115
62,22678357,Penelope barbata,38.04649592,1.958344993,24010.99138
63,22678360,Penelope ortoni,47.67687369,6.319702537,77623.51304
64,22678364,Penelope montagnii,85.59993164,30.34107695,368470.2266
65,22678367,Penelope marail,64.12199413,99.17248644,1217965.052
66,22678370,Penelope superciliaris,173.8502587,472.6067782,5614375.838
67,22678373,Penelope dabbenei,11.96398489,2.773643515,31908.69624
68,22678376,Penelope purpurascens,319.1888335,106.3584987,1269387.222
69,22678379,Penelope perspicax,24.20313144,1.226448766,15067.20442
70,22678382,Penelope albipennis,10.51198762,1.516150377,18595.61188
71,22678386,Penelope jacquacu,94.51333072,410.4884455,5007154.2
72,22678389,Penelope obscura,99.45810158,92.4102535,1012788.163
73,22678392,Penelope pileata,43.1333431,85.44203411,1046606.053
74,22678395,Penelope ochrogaster,54.09063668,6.798100328,81232.68572
75,22678398,Penelope jacucaca,29.03213052,50.90316368,617589.9076
76,22678401,Pipile pipile,3.536164618,0.281105183,3403.907407
77,22678422,Pipile cujubi,71.49029568,220.6143019,2677709.929
78,22678429,Pipile jacutinga,152.9889871,93.9538971,1063422.012
79,22678440,Aburria aburri,62.93202401,11.42775106,139295.098
80,22678443,Chamaepetes unicolor,41.99715548,1.282075097,15572.60155
81,22678446,Chamaepetes goudotii,108.0980995,25.93002659,316274.2661
82,22678449,Penelopina nigra,31.65719521,8.687371102,103253.1064
83,22678453,Oreophasis derbianus,64.64707438,2.619028055,31132.27402
84,22678461,Nothocrax urumutum,60.33639658,164.7819413,2023178.609
85,22678464,Mitu tomentosum,52.42398286,101.5372941,1247610.608
86,22678472,Mitu salvini,27.24498291,39.85131194,490122.8276
87,22678478,Mitu tuberosum,109.4823669,321.0142185,3902172.819
88,22678486,Mitu mitu,0.566935193,0.025577265,310.4122167
89,22678497,Pauxi pauxi,56.86621512,9.301315769,113170.0054
90,22678521,Crax rubra,178.5988867,55.71612616,662058.0318
91,22678525,Crax alberti,48.51406406,4.649313308,56719.75843
92,22678530,Crax daubentoni,51.07143676,33.15367585,403099.5399
93,22678534,Crax alector,102.3135356,170.9223805,2099436.162
94,22678537,Crax globulosa,40.53917988,4.864094323,59151.3206
95,22678544,Crax blumenbachii,23.14798639,11.82081983,137786.9111
96,22678551,Alectura lathami,159.2931957,57.29147801,647199.4559
97,22678555,Aepypodius arfakianus,97.16538221,15.94312859,195287.4726
98,22678559,Aepypodius bruijnii,1.160582184,0.068192522,839.3829341
99,22678564,Talegalla cuvieri,70.17128938,9.932200414,122105.9109
100,22678568,Talegalla fuscirostris,115.7845047,23.26987885,284371.3368
101,22678572,Talegalla jobiensis,76.19862121,18.17298289,222871.0904
102,22678576,Macrocephalon maleo,56.2853861,11.89562803,146297.3162
103,22678583,Megapodius nicobariensis,6.773320237,0.189087843,2301.927862
104,22678588,Megapodius cumingii,313.7934871,37.71140033,457462.5073
105,22678593,Megapodius bernsteinii,19.550161,0.348155199,4283.593375
106,22678602,Megapodius freycinet,72.83204353,4.856737111,59730.50201
107,22678607,Megapodius decollatus,64.07555544,19.5256475,239676.5588
108,22678611,Megapodius eremita,113.1839195,6.903051915,84419.94363
109,22678615,Megapodius layardi,42.50688965,0.575335335,6809.734654
110,22678620,Megapodius laperouse,7.171954121,0.123967955,1488.616947
111,22678625,Megapodius pritchardii,1.209361938,0.029618044,346.171134
112,22678632,Eulipoa wallacei,37.58879027,4.011572178,49330.8552
113,22678646,Leipoa ocellata,160.8276244,60.15005709,628985.5637
114,22678649,Lerwa lerwa,108.2215882,78.80532119,831572.8794
115,22678652,Ammoperdix griseogularis,172.6205752,290.2418517,2996244.716
116,22678657,Ammoperdix heyi,183.879808,147.9127899,1664648.53
117,22678661,Tetraogallus caucasicus,46.1571338,2.570294153,23393.04152
118,22678664,Tetraogallus caspius,87.10037405,32.03738945,313939.2837
119,22678667,Tetraogallus tibetanus,103.6401349,103.7106087,1066888.827
120,22678670,Tetraogallus altaicus,105.1165369,100.8936536,819358.3236
121,22678673,Tetraogallus himalayensis,148.7024713,197.2861647,1912167.296
122,22678676,Tetraophasis obscurus,29.0178234,11.57323542,118338.8594
123,22678680,Tetraophasis szechenyii,32.67749635,49.10826612,524223.864
124,22678684,Alectoris graeca,237.7285327,71.92799033,652933.7162
125,22678691,Alectoris chukar,675.2950215,1205.521668,11387650.39
126,22678698,Alectoris philbyi,19.43816296,6.878677575,80633.94641
127,22678703,Alectoris magna,36.16792241,63.03063725,624635.1767
128,22678707,Alectoris barbara,159.6290138,133.554048,1391978.063
129,22678711,Alectoris rufa,342.1011636,125.3329706,1107484.485
130,22678714,Alectoris melanocephala,73.69846483,29.93314561,351750.3809
131,22678719,Francolinus francolinus,372.0816447,281.0588249,3027771.658
132,22678722,Francolinus pictus,77.70725596,134.1576467,1553975.602
133,22678725,Francolinus pintadeanus,273.8232167,180.3977469,2071836.21
134,22678728,Francolinus pondicerianus,236.786668,319.4140866,3600546.402
135,22678733,Francolinus gularis,69.36429944,32.63087222,362158.4893
136,22678736,Peliperdix coqui,336.1352707,351.0518755,4180020.205
137,22678740,Peliperdix albogularis,133.4733279,91.21331551,1104857.447
138,22678744,Peliperdix schlegelii,37.41380616,45.38992397,553200.3671
139,22678748,Peliperdix lathami,161.8310753,216.2622026,2655228.066
140,22678752,Dendroperdix sephaena,376.0038044,281.2534787,3350739.9
141,22678756,Scleroptila streptophora,39.11285132,17.6071602,216468.2047
142,22678760,Scleroptila finschi,35.8441076,25.00510297,304430.2446
143,22678764,Scleroptila afra,58.6094168,41.50674988,437882.3282
144,22678769,Scleroptila levaillantii,149.5992316,71.75161361,832291.0711
145,22678790,Scleroptila gutturalis,133.285444,127.7692299,1483120.505
146,22678795,Ptilopachus nahani,18.81481892,8.088076781,99520.67967
147,22678799,Pternistis hartlaubi,35.62733464,30.36495423,353842.5994
148,22678803,Pternistis bicalcaratus,127.1369393,298.4290057,3597197.638
149,22678807,Pternistis clappertoni,306.3998984,192.8540051,2322614.136
150,22678811,Pternistis icterorhynchus,55.83748504,117.9126099,1444270.594
151,22678815,Pternistis harwoodi,16.86142867,4.111653362,49849.58745
152,22678819,Pternistis adspersus,64.60149472,99.54664556,1150109.962
153,22678823,Pternistis capensis,35.76747969,14.40163998,150818.6323
154,22678827,Pternistis hildebrandti,127.3290043,73.75835352,900422.5061
155,22678831,Pternistis natalensis,89.84245059,99.39009772,1136156.948
156,22678835,Pternistis ahantensis,80.04819859,56.02732454,683950.5066
157,22678839,Pternistis squamatus,251.9154016,211.4628712,2593206.647
158,22678843,Pternistis griseostriatus,18.60631275,7.044671761,85104.92563
159,22678847,Pternistis leucoscepus,124.4708793,169.4345116,2071081.477
160,22678851,Pternistis rufopictus,10.13771688,6.321682953,77697.34336
161,22678855,Pternistis afer,285.7545313,381.0710879,4561596.724
162,22678860,Pternistis swainsonii,102.784815,134.7232741,1549810.521
163,22678865,Pternistis erckelii,74.03258298,13.56427834,162718.7337
164,22678869,Pternistis ochropectus,1.398116994,0.050400125,607.5691115
165,22678883,Pternistis nobilis,17.32503968,1.392841739,17128.29131
166,22678887,Pternistis jacksoni,15.41896421,1.344138178,16544.05623
167,22678891,Pternistis camerunensis,0.561221984,0.015748218,193.3473925
168,22678896,Pternistis swierstrai,13.87504339,1.53991949,18471.03239
169,22678901,Xenoperdix udzungwensis,3.445504312,0.283373158,3457.206761
170,22678911,Perdix perdix,1160.518395,1648.148892,12797291.62
171,22678916,Perdix dauurica,306.6040354,921.0417423,7725876.894
172,22678919,Perdix hodgsoniae,74.17351569,95.38979909,1000943.567
173,22678927,Margaroperdix madagarensis,61.58837006,46.88551831,545796.2537
174,22678934,Melanoperdix niger,380.1926611,89.31630025,1098110.814
175,22678944,Coturnix coturnix,2064.788268,3692.563705,34402673.21
176,22678949,Coturnix japonica,623.9674355,957.6173647,9032870.378
177,22678952,Coturnix pectoralis,266.4988411,578.7308596,6324190.473
178,22678955,Coturnix novaezelandiae,110.8656042,28.95622676,267156.5014
179,22678958,Coturnix coromandelica,194.1904215,254.2805745,2899211.854
180,22678961,Coturnix delegorguei,642.9280775,763.7136074,9152340.255
181,22678965,Synoicus ypsilophorus,1425.314199,523.3913001,504172230.8
182,22678971,Synoicus adansonii,432.8188437,496.0780556,5998339.29
183,22678979,Synoicus chinensis,1505.717285,696.5984253,8165037.4
184,22678993,Anurophasis monorthonyx,8.986950319,0.81283694,9979.969982
185,22678997,Perdicula asiatica,100.8579665,190.2328136,2187690.531
186,22679002,Perdicula argoondah,62.08235239,103.3894454,1182778.013
187,22679007,Perdicula erythrorhyncha,67.46218244,43.06665673,502805.7179
188,22679012,Perdicula manipurensis,31.29548627,12.38759801,137522.2665
189,22679017,Arborophila torqueola,86.40096251,65.76441998,721388.3957
190,22679020,Arborophila rufogularis,132.6003597,110.2027716,1245490.578
191,22679023,Arborophila atrogularis,64.12902129,26.86633817,300915.5001
192,22679026,Arborophila crudigularis,7.140903103,2.018651181,22768.11672
193,22679029,Arborophila mandellii,23.50845379,6.128735839,66964.63168
194,22679032,Arborophila brunneopectus,50.00120888,41.86205834,486275.7274
195,22679035,Arborophila rufipectus,9.452190346,0.711417947,7707.406292
196,22679038,Arborophila orientalis,4.47989663,0.878322425,10707.97758
197,22679044,Arborophila javanica,20.06929728,3.026572472,36961.99323
198,22679047,Arborophila hyperythra,38.42406994,13.09502425,161019.7572
199,22679050,Arborophila gingica,42.16008195,35.67354768,396412.67
200,22679054,Arborophila davidi,6.42606983,0.370491437,4465.391838
201,22679057,Arborophila cambodiana,5.58655993,1.490684576,17927.42217
202,22679060,Arborophila rubrirostris,41.34427256,5.652983886,69473.39237
203,22679063,Arborophila ardens,4.029027532,1.131622275,13199.5768
204,22679094,Caloperdix oculeus,119.593894,43.63204337,534135.38
205,22679103,Haematortyx sanguiniceps,31.56302958,5.948295576,73122.0082
206,22679106,Rollulus rouloul,221.1449474,115.4828983,1418640.603
207,22679110,Ptilopachus petrosus,263.4108259,387.589132,4690890.864
208,22679114,Bambusicola fytchii,73.13252202,48.4903748,550321.1856
209,22679131,Galloperdix spadicea,50.61035766,101.4849337,1175952.768
210,22679134,Galloperdix lunulata,53.86247103,120.0620801,1390361.817
211,22679137,Galloperdix bicalcarata,6.921788622,3.085509967,37678.88947
212,22679141,Ophrysia superciliosa,9.370398297,2.455363144,26229.90274
213,22679144,Ithaginis cruentus,168.3787122,62.34541623,657902.9097
214,22679147,Tragopan melanocephalus,12.98631158,2.075537411,21595.03091
215,22679157,Tragopan satyra,33.19835205,9.150913767,99189.33658
216,22679163,Tragopan blythii,42.01564151,10.94670803,120947.824
217,22679169,Tragopan temminckii,60.10524755,116.2169478,1261735.228
218,22679172,Tragopan caboti,42.16008195,35.67354768,396412.67
219,22679179,Pucrasia macrolopha,189.2407335,131.5003956,1384128.994
220,22679182,Lophophorus impejanus,64.42277765,45.39147022,480807.84
221,22679185,Lophophorus sclateri,22.66671253,15.87696019,172752.1789
222,22679192,Lophophorus lhuysii,34.84657169,16.77943526,175681.8035
223,22679199,Gallus gallus,3925.158788,464.9204482,5415474.547
224,22679203,Gallus sonneratii,54.05651107,88.07124216,1030139.71
225,22679209,Gallus lafayettii,11.48690375,4.556071022,55601.2379
226,22679213,Gallus varius,107.6787897,15.39431856,187783.1599
227,22679217,Lophura leucomelanos,110.822478,117.8044899,1315958.956
228,22679220,Lophura nycthemera,145.5048903,93.63400591,1072536.683
229,22679241,Lophura swinhoii,11.89308226,1.353569934,15278.82242
230,22679274,Lophura diardi,79.24624007,43.22186644,510758.6917
231,22679278,Lophura bulweri,50.01981367,22.33262872,274609.2906
232,22679287,Crossoptilon harmani,33.77219859,5.82623495,62605.28305
233,22679292,Crossoptilon crossoptilon,66.06742474,15.99669239,171921.796
234,22679299,Crossoptilon mantchuricum,39.32932776,19.56348062,188619.1197
235,22679307,Crossoptilon auritum,35.87932568,50.76224582,512899.2618
236,22679312,Catreus wallichii,38.84456915,19.92002198,210158.2729
237,22679325,Syrmaticus ellioti,68.58569247,42.85622499,470253.5674
238,22679330,Syrmaticus humiae,46.66705138,35.90939268,405553.2418
239,22679336,Syrmaticus mikado,6.571204797,1.219294388,13765.42888
240,22679340,Syrmaticus soemmerringii,138.387167,17.33063592,174734.024
241,22679346,Syrmaticus reevesii,73.78192144,73.20424054,722678.0972
242,22679355,Chrysolophus pictus,53.01241122,91.30086798,975700.8403
243,22679358,Chrysolophus amherstiae,25.89612715,35.39136704,387095.8422
244,22679361,Polyplectron chalcurum,39.38254445,6.770274203,83208.58255
245,22679365,Polyplectron inopinatum,12.20497281,1.033986972,12687.59365
246,22679372,Polyplectron germaini,13.78233705,3.204240585,38584.80401
247,22679385,Polyplectron malacense,42.49925729,9.509729775,116751.8693
248,22679393,Polyplectron schleiermacheri,74.69279646,15.27799527,187855.7255
249,22679398,Polyplectron napoleonis,15.0001016,0.946848565,11490.41395
250,22679412,Rheinardia ocellata,26.82764304,4.621109153,54849.126
251,22679430,Afropavo congensis,40.30363514,56.70522564,697500.1636
252,22679435,Pavo cristatus,402.2045515,304.5056193,3442652.498
253,22679440,Pavo muticus,158.5186973,157.4250471,1851193.476
254,22679446,Falcipennis falcipennis,118.3505003,93.1739789,692146.4419
255,22679460,Lagopus lagopus,6213.100724,4067.325555,24067834.28
256,22679464,Lagopus muta,8536.081168,3094.413761,16403513.79
257,22679473,Lagopus leucura,673.9021464,274.1293384,1846316.479
258,22679480,Lyrurus tetrix,1312.173813,2071.404492,14000128.97
259,22679483,Lyrurus mlokosiewiczi,69.00217435,11.42528205,104758.2228
260,22679487,Tetrao urogallus,1114.28834,1808.14227,11330780.74
261,22679491,Tetrao urogalloides,309.2834359,1130.487689,7005421.771
262,22679494,Bonasa bonasia,1142.826225,2396.240059,15669037.37
263,22679497,Bonasa sewerzowi,47.66133675,37.21143038,394309.6871
264,22679500,Bonasa umbellus,1470.515481,1086.934019,8076389.918
265,22679503,Centrocercus urophasianus,98.34305324,146.9839067,1315893.341
266,22679511,Tympanuchus phasianellus,806.4587417,875.8700835,6080574.799
267,22679514,Tympanuchus cupido,313.8009015,361.4703615,3289790.731
268,22679519,Tympanuchus pallidicinctus,32.64052277,44.68308005,453435.5337
269,22679525,Meleagris gallopavo,536.7591762,763.5273957,7375326.015
270,22679529,Meleagris ocellata,21.33378302,14.08054394,163840.917
271,22679545,Agelastes meleagrides,14.92957729,5.62021751,68753.39006
272,22679551,Agelastes niger,88.89486641,62.14816982,764289.528
273,22679555,Numida meleagris,1002.721591,1141.616436,13597260.69
274,22679560,Guttera plumifera,82.20446482,67.82161384,834010.7282
275,22679572,Acryllium vulturinum,58.34732204,100.0005824,1226599.323
276,22679576,Dendrortyx barbatus,14.60652141,0.707868727,8177.878552
277,22679581,Dendrortyx macroura,34.98568147,10.53020548,123039.5189
278,22679586,Dendrortyx leucophrys,30.05427188,9.82667982,117132.2019
279,22679591,Oreortyx pictus,146.4194454,41.74010955,386189.8154
280,22679594,Callipepla squamata,87.54506454,134.6557036,1432755.98
281,22679597,Callipepla douglasii,25.68091662,10.59004388,117917.5237
282,22679603,Callipepla californica,509.9942114,178.4684265,1691230.277
283,22679609,Callipepla gambelii,111.8514273,54.05100145,559065.9569
284,22679615,Philortyx fasciatus,16.70937512,7.767034491,90831.68326
285,22679623,Colinus nigrogularis,26.58007889,9.347713516,108760.1692
286,22679630,Odontophorus gujanensis,271.9144834,618.199841,7535944.419
287,22679635,Odontophorus capueira,94.96512676,150.4673708,1724756.477
288,22679640,Odontophorus melanotis,51.73847377,10.655735,128038.9826
289,22679645,Odontophorus erythrops,51.63428349,13.37647747,164037.9649
290,22679650,Odontophorus atrifrons,9.054400725,0.19854344,2405.200164
291,22679655,Odontophorus hyperythrus,48.50477348,4.930568774,60489.66379
292,22679663,Odontophorus melanonotus,15.53904228,0.441210546,5430.527084
293,22679668,Odontophorus speciosus,62.78981074,35.4294822,425847.8811
294,22679673,Odontophorus dialeucos,1.466003198,0.019172825,233.7049539
295,22679678,Odontophorus strophium,4.596016577,0.280244281,3431.339775
296,22679683,Odontophorus columbianus,5.88742761,0.772419188,9356.58937
297,22679688,Odontophorus leucolaemus,16.68125107,0.780867757,9482.013881
298,22679693,Odontophorus balliviani,28.51627235,7.607885087,90660.53948
299,22679698,Odontophorus stellatus,70.16572851,141.6736625,1723908.753
300,22679703,Odontophorus guttatus,60.11993746,28.71499906,339023.3161
301,22679708,Dactylortyx thoracicus,90.44017112,42.48280466,492694.6979
302,22679717,Cyrtonyx ocellatus,31.7481545,11.00701227,130826.9885
303,22679720,Rhynchortyx cinctus,74.87535783,14.78811085,179098.275
304,22679723,Anhima cornuta,223.2842595,907.946629,10979597.26
305,22679726,Chauna chavaria,30.6923279,7.515265115,91345.87635
306,22679729,Chauna torquata,105.8726373,344.7695755,3827059.14
307,22679732,Anseranas semipalmata,292.5571722,112.205825,1308148.352
308,22679735,Dendrocygna guttata,410.1548543,76.22922082,933151.8677
309,22679740,Dendrocygna eytoni,328.2114255,424.4208683,4777475.1
310,22679746,Dendrocygna bicolor,1400.97766,1600.272326,18682240.66
311,22679753,Dendrocygna arcuata,1050.523889,417.5005891,4891919.531
312,22679758,Dendrocygna javanica,793.5545168,624.3834585,7163391.272
313,22679763,Dendrocygna viduata,1037.221431,2315.660063,27415455.7
314,22679770,Dendrocygna arborea,147.7639071,10.07120066,115601.8447
315,22679780,Dendrocygna autumnalis,717.2483531,793.9780918,9454418.217
316,22679785,Thalassornis leuconotus,450.7087903,847.5568016,10031857.21
317,22679789,Nomonyx dominicus,667.9999968,717.4041009,8398639.602
318,22679814,Oxyura leucocephala,574.5967051,1215.103502,10919317.85
319,22679820,Oxyura maccoa,142.9111491,200.9814298,2242938.826
320,22679824,Oxyura vittata,175.6537582,312.4463601,3139012.173
321,22679827,Oxyura australis,280.689387,210.6760578,2214065.311
322,22679830,Biziura lobata,239.9184379,260.7750588,2737296.072
323,22679833,Heteronetta atricapilla,118.0648663,187.4025977,1954573.349
324,22679836,Stictonetta naevosa,208.9510559,537.6205828,5902367.554
325,22679839,Cygnus olor,1715.271169,740.7551533,6111445.759
326,22679843,Cygnus atratus,725.0167105,645.2664341,7027992.096
327,22679846,Cygnus melancoryphus,707.665998,363.4196483,3620017.209
328,22679856,Cygnus cygnus,2207.776409,2936.191097,19301457.56
329,22679859,Cygnus buccinator,732.0023945,240.5036252,1616821.21
330,22679862,Cygnus columbianus,3684.906377,2239.671276,14137373.71
331,22679866,Coscoroba coscoroba,306.0543643,402.2146737,4097927.736
332,22679869,Anser cygnoid,304.3032257,808.7858709,7158177.886
333,22679872,Anser brachyrhynchus,237.9520252,57.42833387,245953.1983
334,22679875,Anser fabalis,2507.422161,2838.093358,492279616.9
335,22679881,Anser albifrons,4345.463911,2026.82284,11987284.99
336,22679886,Anser erythropus,1621.790542,4139.192958,29251935.53
337,22679889,Anser anser,2630.539745,2277.332854,19072701.4
338,22679893,Anser indicus,342.6650723,444.9484123,4470737.046
339,22679896,Anser caerulescens,3580.456508,1524.17743,499908319.2
340,22679909,Anser rossii,428.0811328,345.3001078,2899216.302
341,22679919,Anser canagicus,1052.237353,61.52207512,324676.5947
342,22679929,Branta sandvicensis,8.907946514,0.583287394,6762.903982
343,22679935,Branta canadensis,3418.243514,2126.203834,16351588.58
344,22679943,Branta leucopsis,383.4841881,58.62894663,259360.8444
345,22679946,Branta bernicla,7607.017229,1678.903918,7391217.282
346,22679954,Branta ruficollis,458.5146016,506.337016,2994313.413
347,22679958,Cereopsis novaehollandiae,188.0749089,59.90184989,596146.2101
348,22679961,Cyanochen cyanoptera,24.17827246,29.75875341,361267.4603
349,22679972,Chloephaga melanoptera,77.37718124,102.2799773,1159446.933
350,22679975,Chloephaga picta,604.237753,175.914348,1583338.869
351,22679978,Chloephaga hybrida,566.7309339,27.50415882,219425.948
352,22679981,Chloephaga poliocephala,548.1432598,181.5708092,1644610.783
353,22679984,Chloephaga rubidiceps,108.6324812,29.01248951,249023.1923
354,22679987,Neochen jubata,138.1935369,653.4053178,7932983.709
355,22679993,Alopochen aegyptiaca,682.749714,1524.973656,17932350.24
356,22680003,Tadorna ferruginea,690.0713502,2544.380462,24405981.17
357,22680007,Tadorna cana,71.38819454,149.5125928,1631500.402
358,22680011,Tadorna tadornoides,372.4214446,315.2951432,3302249.991
359,22680015,Tadorna variegata,115.3023483,29.15409988,268823.4197
360,22680021,Tadorna cristata,3.422351049,0.034287433,340.9287285
361,22680024,Tadorna tadorna,1983.865704,1324.125601,11207492.88
362,22680029,Radjah radjah,539.6835131,183.0553356,2173530.457
363,22680033,Tachyeres pteneres,618.2625996,43.87197203,349870.87
364,22680038,Tachyeres leucocephalus,23.85477003,5.648883685,49160.65437
365,22680047,Tachyeres brachypterus,55.05560538,1.565967336,12033.79458
366,22680052,Tachyeres patachonicus,431.3790958,116.9937192,1006772.842
367,22680057,Plectropterus gambensis,503.569874,1320.425458,15771486.78
368,22680061,Cairina moschata,1030.117566,1269.447292,14998207.87
369,22680064,Asarcornis scutulata,165.1219489,84.67934117,999753.324
370,22680070,Pteronetta hartlaubii,142.9903265,349.2705346,4283269.021
371,22680086,Nettapus pulchellus,407.7195074,156.3289721,1855128.34
372,22680090,Nettapus coromandelianus,866.61364,809.3952399,9227938.175
373,22680095,Nettapus auritus,634.6867697,1470.911354,17750974.5
374,22680101,Callonetta leucophrys,85.81886447,117.8033282,1310209.391
375,22680104,Aix sponsa,1070.538093,748.7898327,6910715.089
376,22680107,Aix galericulata,452.5714948,365.5425026,3445465.128
377,22680111,Chenonetta jubata,371.287355,546.5786706,5996461.505
378,22680115,Amazonetta brasiliensis,291.5892785,744.3888096,8744642.639
379,22680118,Merganetta armata,219.065499,101.9324034,1090770.904
380,22680121,Hymenolaimus malacorhynchos,56.2793182,21.59828602,199759.9994
381,22680127,Salvadorina waigiuensis,67.80218132,27.7070088,339420.6986
382,22680130,Lophonetta specularioides,359.0912643,186.6841459,1858883.005
383,22680136,Speculanas specularis,644.2183621,128.0612419,1109450.335
384,22680145,Anas capensis,181.1275353,376.549297,4317395.654
385,22680149,Mareca strepera,3223.865212,3818.016211,34547332.15
386,22680153,Mareca falcata,947.0998828,1207.857828,10081804.85
387,22680157,Mareca penelope,4942.846304,3957.076412,480893787.2
388,22680163,Mareca americana,2076.558122,1850.069685,14958214.69
389,22680167,Mareca sibilatrix,528.9985718,362.5360637,3565570.537
390,22680170,Anas sparsa,403.5209642,778.5952038,9211461.734
391,22680174,Anas rubripes,1093.975524,769.130199,6575065.677
392,22680178,Anas fulvigula,305.4693983,136.6543334,1483174.869
393,22680186,Anas platyrhynchos,6445.128468,6153.622323,48509589.07
394,22680199,Anas wyvilliana,11.44253025,0.692486453,7982.743236
395,22680203,Anas laysanensis,0.283346638,0.000817049,8.946068383
396,22680214,Anas luzonica,144.3013404,23.26981297,279937.0721
397,22680217,Anas superciliosa,4224.364476,815.4759651,9137451.996
398,22680221,Anas undulata,354.5127713,714.7036977,8476709.317
399,22680225,Anas melleri,28.63054245,18.12123528,210483.271
400,22680229,Spatula discors,1791.613201,1630.642202,14960038.1
401,22680233,Spatula cyanoptera,1195.138666,880.6300809,8781040.364
402,22680236,Spatula smithii,106.9002788,218.533527,2430834.851
403,22680240,Spatula platalea,567.8437283,299.9730276,2948986.005
404,22680243,Spatula rhynchotis,430.0549833,417.1574734,4454578.153
405,22680247,Spatula clypeata,5064.690537,6070.913305,50152291.21
406,22680252,Anas bernieri,61.282321,4.542101884,53436.8845
